turker,turker_gender,search_term,image_url,image_gender,bls_p_women,bls_p_image_gender,search_p_women,attractive,provocative,sexy,professional,competent,inappropriate,trustworthy,weird
a179,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/6.jpg,man,0.343,0.657,0.301204819,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,neutral
a83,male,security guard,http://homes.cs.washington.edu/~mjskay/aws-images/google/security guard/9.jpg,man,0.185,0.815,0.052631579,neutral,disagree,disagree,agree,neutral,disagree,neutral,disagree
a78,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/8.jpg,woman,0.953,0.953,0.923076923,agree,neutral,agree,strongly agree,agree,strongly disagree,agree,disagree
a63,female,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/6.jpg,woman,0.236,0.236,0.209302326,agree,strongly disagree,agree,agree,agree,strongly disagree,agree,strongly disagree
a71,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/2.jpg,man,0.197,0.803,0.148148148,neutral,disagree,disagree,neutral,agree,strongly disagree,agree,strongly disagree
a126,male,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/0.jpg,woman,0.906,0.906,0.966292135,strongly agree,disagree,agree,neutral,neutral,strongly disagree,neutral,disagree
a165,female,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/19.jpg,woman,0.236,0.236,0.209302326,disagree,disagree,disagree,agree,neutral,disagree,neutral,disagree
a179,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/9.jpg,man,0.556,0.444,0.246153846,disagree,strongly disagree,strongly disagree,disagree,neutral,strongly disagree,agree,agree
a83,male,garbage collector,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/95.jpg,woman,0.066,0.066,0.057142857,neutral,disagree,disagree,neutral,neutral,disagree,neutral,agree
a179,male,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/7.jpg,man,0.225,0.775,0.166666667,neutral,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a178,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/0.jpg,woman,0.861,0.861,0.846153846,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a126,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/30.jpg,man,0.881,0.119,0.926829268,strongly disagree,strongly disagree,strongly disagree,neutral,neutral,strongly disagree,strongly disagree,agree
a5,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/16.jpg,woman,0.537,0.537,0.576923077,agree,strongly disagree,agree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a179,male,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/0.jpg,woman,0.906,0.906,0.966292135,agree,neutral,agree,strongly agree,agree,strongly disagree,agree,strongly disagree
a48,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/0.jpg,woman,0.862,0.862,0.779069767,disagree,disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly agree,disagree
a47,female,drafter,http://homes.cs.washington.edu/~mjskay/aws-images/google/drafter/3.jpg,man,0.166,0.834,0.181818182,agree,disagree,agree,agree,neutral,strongly disagree,agree,disagree
a81,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/1.jpg,woman,0.862,0.862,0.779069767,agree,disagree,neutral,disagree,agree,disagree,NA,disagree
a179,male,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/9.jpg,woman,0.501,0.501,0.353846154,disagree,strongly disagree,disagree,agree,strongly agree,strongly disagree,strongly agree,neutral
a141,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/6.jpg,woman,0.537,0.537,0.576923077,neutral,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,neutral,neutral
a52,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/3.jpg,man,0.041,0.959,0.103896104,agree,neutral,neutral,strongly agree,strongly agree,strongly disagree,neutral,neutral
a159,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/9.jpg,man,0.132,0.868,0.154929577,disagree,disagree,strongly disagree,strongly agree,agree,disagree,agree,disagree
a179,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/11.jpg,man,0.728,0.272,0.651162791,disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a83,male,butcher,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/0.jpg,man,0.23,0.77,0.079365079,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a19,male,truck driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/1.jpg,man,0.054,0.946,0.069444444,disagree,disagree,disagree,disagree,disagree,neutral,disagree,disagree
a179,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/17.jpg,woman,0.599,0.599,0.234042553,agree,agree,agree,agree,agree,strongly disagree,neutral,strongly disagree
a47,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/35.jpg,woman,0.556,0.556,0.246153846,disagree,disagree,disagree,disagree,disagree,disagree,neutral,disagree
a83,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/6.jpg,woman,0.881,0.881,0.926829268,agree,disagree,neutral,agree,agree,disagree,agree,disagree
a114,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/6.jpg,woman,0.596,0.596,0.685714286,agree,neutral,neutral,agree,agree,disagree,agree,neutral
a19,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/1.jpg,woman,0.599,0.599,0.234042553,agree,neutral,neutral,neutral,neutral,neutral,disagree,disagree
a14,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/47.jpg,man,0.862,0.138,0.779069767,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,agree
a63,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/21.jpg,woman,0.501,0.501,0.353846154,agree,strongly disagree,strongly disagree,agree,neutral,strongly disagree,agree,agree
a178,female,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/58.jpg,man,0.861,0.139,0.846153846,agree,disagree,agree,agree,agree,disagree,neutral,disagree
a25,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/5.jpg,man,0.215,0.785,0.241758242,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,neutral,strongly disagree
a25,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/54.jpg,woman,0.126,0.126,0.138888889,neutral,strongly disagree,strongly disagree,agree,strongly agree,strongly disagree,neutral,strongly disagree
a179,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/87.jpg,woman,0.041,0.041,0.103896104,neutral,disagree,agree,strongly agree,strongly agree,strongly disagree,neutral,strongly disagree
a48,male,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/5.jpg,man,0.078,0.922,0.06779661,neutral,neutral,neutral,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a179,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/69.jpg,woman,0.132,0.132,0.154929577,disagree,strongly disagree,disagree,agree,strongly agree,strongly disagree,agree,neutral
a184,female,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/0.jpg,woman,0.915,0.915,0.962962963,neutral,disagree,disagree,agree,agree,strongly disagree,neutral,disagree
a76,female,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/12.jpg,woman,0.678,0.678,0.6875,agree,neutral,agree,agree,agree,strongly disagree,agree,strongly disagree
a179,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/7.jpg,man,0.274,0.726,0.112244898,disagree,strongly disagree,strongly disagree,agree,strongly agree,strongly disagree,neutral,disagree
a51,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/14.jpg,woman,0.537,0.537,0.576923077,disagree,disagree,disagree,strongly agree,neutral,strongly disagree,agree,disagree
a5,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/0.jpg,woman,0.442,0.442,0.532467532,neutral,strongly disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a178,female,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/18.jpg,man,0.728,0.272,0.651162791,agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,agree,neutral
a5,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/9.jpg,man,0.029,0.971,0.125,neutral,disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a179,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/58.jpg,woman,0.274,0.274,0.112244898,disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,neutral,strongly disagree
a179,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/6.jpg,man,0.041,0.959,0.103896104,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a49,male,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/31.jpg,man,0.678,0.322,0.6875,neutral,disagree,neutral,agree,agree,disagree,neutral,disagree
a14,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/10.jpg,woman,0.599,0.599,0.234042553,strongly agree,agree,strongly agree,neutral,agree,strongly disagree,agree,strongly disagree
a1,female,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/1.jpg,woman,0.881,0.881,0.926829268,neutral,strongly disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a179,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/1.jpg,man,0.274,0.726,0.112244898,disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,disagree,neutral
a76,female,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/41.jpg,woman,0.555,0.555,0.35,agree,agree,agree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a179,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/4.jpg,woman,0.126,0.126,0.138888889,neutral,strongly disagree,neutral,agree,agree,strongly disagree,strongly agree,strongly disagree
a184,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/0.jpg,woman,0.814,0.814,0.717948718,neutral,disagree,disagree,agree,agree,strongly disagree,agree,disagree
a71,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/56.jpg,man,0.953,0.047,0.923076923,disagree,neutral,disagree,agree,agree,disagree,agree,disagree
a179,male,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/62.jpg,woman,0.297,0.297,0.15625,neutral,strongly disagree,strongly disagree,neutral,disagree,strongly agree,neutral,agree
a114,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/66.jpg,man,0.953,0.047,0.923076923,agree,disagree,strongly disagree,agree,agree,disagree,neutral,disagree
a14,male,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/10.jpg,man,0.501,0.499,0.353846154,neutral,strongly disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a79,female,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/42.jpg,woman,0.018,0.018,0.04,agree,disagree,neutral,agree,agree,disagree,agree,disagree
a47,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/5.jpg,man,0.503,0.497,0.644444444,disagree,agree,disagree,disagree,disagree,neutral,neutral,disagree
a78,male,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/8.jpg,woman,0.555,0.555,0.35,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,neutral,disagree,strongly agree
a71,male,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/7.jpg,man,0.501,0.499,0.353846154,neutral,disagree,disagree,agree,agree,strongly disagree,agree,disagree
a179,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/5.jpg,woman,0.377,0.377,0.287671233,agree,disagree,neutral,agree,agree,disagree,agree,strongly disagree
a83,male,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/36.jpg,woman,0.297,0.297,0.15625,disagree,disagree,disagree,agree,agree,disagree,neutral,neutral
a178,female,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/8.jpg,man,0.215,0.785,0.241758242,disagree,disagree,disagree,neutral,neutral,neutral,neutral,agree
a79,female,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/0.jpg,man,0.236,0.764,0.209302326,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a179,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/34.jpg,woman,0.343,0.343,0.301204819,agree,strongly disagree,neutral,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a79,female,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/78.jpg,woman,0.197,0.197,0.148148148,strongly agree,disagree,neutral,agree,agree,disagree,strongly agree,disagree
a179,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/6.jpg,man,0.029,0.971,0.125,neutral,strongly disagree,neutral,agree,agree,strongly disagree,agree,disagree
a184,female,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/68.jpg,man,0.881,0.119,0.926829268,disagree,strongly disagree,strongly disagree,agree,agree,disagree,neutral,disagree
a25,female,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/8.jpg,man,0.596,0.404,0.685714286,neutral,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a179,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/3.jpg,man,0.126,0.874,0.138888889,disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a81,female,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/16.jpg,man,0.728,0.272,0.651162791,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a51,male,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/18.jpg,man,0.503,0.497,0.644444444,strongly disagree,neutral,disagree,agree,neutral,strongly disagree,disagree,neutral
a76,female,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/4.jpg,man,0.029,0.971,0.125,neutral,strongly agree,neutral,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
